1	-36.5378	42.9504	-2.39915	-0.326846	-0.555783	0.647946	0.405515
2	-36.5655	42.9332	-2.38483	-0.326893	-0.556002	0.647661	0.405633
3	-36.5985	42.9051	-2.41349	-0.326605	-0.555502	0.647961	0.406071
4	-36.6297	42.8839	-2.39949	-0.326648	-0.555892	0.647688	0.405937
5	-36.7033	42.8367	-2.38059	-0.32672	-0.556095	0.647258	0.406288
6	-36.7972	42.8088	-2.3992	-0.326549	-0.555776	0.647969	0.405729
7	-36.9008	42.7433	-2.3764	-0.326988	-0.555836	0.647661	0.405787
8	-37.0051	42.7002	-2.35978	-0.326944	-0.555895	0.647868	0.405413
9	-37.1133	42.6154	-2.35176	-0.326968	-0.55582	0.647584	0.405957
10	-37.2619	42.567	-2.35304	-0.326773	-0.55587	0.647823	0.405686
11	-37.4004	42.4739	-2.33727	-0.32689	-0.555772	0.64768	0.40592
12	-37.5627	42.3684	-2.31679	-0.327014	-0.555924	0.647307	0.406207
13	-37.7497	42.2964	-2.30899	-0.326809	-0.555878	0.647734	0.405753
14	-37.9534	42.1793	-2.32387	-0.326778	-0.55553	0.647829	0.406104
15	-38.1502	42.0799	-2.28591	-0.326965	-0.555809	0.647697	0.405781
16	-38.3706	41.9552	-2.26261	-0.326945	-0.556024	0.647471	0.405864
17	-38.612	41.835	-2.24334	-0.326818	-0.55613	0.647456	0.405844
18	-38.8613	41.6981	-2.23748	-0.326839	-0.555849	0.647608	0.405971
19	-39.1195	41.5544	-2.20425	-0.327056	-0.556014	0.647442	0.405835
20	-39.413	41.3936	-2.19681	-0.326916	-0.555886	0.647478	0.406066
21	-39.6929	41.2418	-2.18563	-0.327033	-0.555711	0.647639	0.405954
22	-40.0217	41.0508	-2.15558	-0.327132	-0.55565	0.647449	0.406261
23	-40.3383	40.911	-2.1206	-0.327089	-0.556015	0.647537	0.405655
24	-40.6828	40.7359	-2.10919	-0.326965	-0.555887	0.647698	0.405673
25	-41.019	40.5492	-2.05649	-0.327015	-0.556305	0.647347	0.405615
26	-41.4072	40.3161	-2.04876	-0.326997	-0.556063	0.647132	0.406271
27	-41.7987	40.1372	-2.04305	-0.326781	-0.555706	0.647717	0.406039
28	-42.1761	39.915	-1.99491	-0.327144	-0.555901	0.647425	0.405945
29	-42.5986	39.7077	-1.97149	-0.327108	-0.555783	0.647579	0.405891
30	-43.0229	39.4513	-1.94358	-0.326951	-0.55581	0.64725	0.406504
31	-43.4718	39.2371	-1.89721	-0.327321	-0.555871	0.647468	0.405776
32	-43.8931	39.0013	-1.86871	-0.327007	-0.556113	0.647162	0.406184
33	-44.3952	38.7167	-1.8226	-0.327453	-0.556047	0.647001	0.406173
34	-44.8675	38.4741	-1.81462	-0.326993	-0.555866	0.64725	0.406394
35	-45.3609	38.2132	-1.7779	-0.327241	-0.555679	0.647516	0.406026
36	-45.8746	37.9319	-1.73033	-0.327176	-0.556074	0.647077	0.406237
37	-46.4121	37.6391	-1.69688	-0.327272	-0.556	0.64705	0.406304
38	-46.9462	37.3529	-1.65716	-0.327297	-0.556017	0.646914	0.406478
39	-47.5061	37.0599	-1.6286	-0.327329	-0.555885	0.647108	0.406324
40	-48.1017	36.7506	-1.59819	-0.327363	-0.555649	0.647337	0.406255
41	-48.6932	36.4451	-1.55568	-0.326996	-0.555886	0.647192	0.40647
42	-49.283	36.1225	-1.48974	-0.327058	-0.556412	0.646786	0.406333
43	-49.9115	35.79	-1.46584	-0.327304	-0.55577	0.64726	0.406258
44	-50.5182	35.4655	-1.42604	-0.327403	-0.555548	0.647477	0.406136
45	-51.1707	35.1278	-1.37576	-0.327251	-0.555848	0.647284	0.406158
