1	-43.1159	40.735	-6.36515	-0.310372	-0.543237	0.658743	0.417876
2	-43.1287	40.7338	-6.37357	-0.31042	-0.543155	0.658773	0.4179
3	-43.1477	40.7033	-6.36018	-0.310305	-0.543452	0.658495	0.418037
4	-43.1918	40.6907	-6.36792	-0.310117	-0.543256	0.658732	0.418058
5	-43.2497	40.6386	-6.34948	-0.310494	-0.543273	0.658499	0.418126
6	-43.3427	40.605	-6.33059	-0.310296	-0.543629	0.658333	0.418085
7	-43.4409	40.544	-6.335	-0.310302	-0.543277	0.65853	0.418211
8	-43.5388	40.506	-6.32325	-0.310118	-0.543326	0.658698	0.418019
9	-43.6337	40.4302	-6.30379	-0.310437	-0.543279	0.658483	0.418184
10	-43.7735	40.3689	-6.28033	-0.310301	-0.54356	0.658296	0.418214
11	-43.923	40.2828	-6.27077	-0.310212	-0.543281	0.658502	0.418317
12	-44.076	40.2099	-6.25047	-0.310324	-0.543281	0.658612	0.418062
13	-44.2468	40.1306	-6.22765	-0.310329	-0.543438	0.658717	0.417688
14	-44.4338	40.0114	-6.2285	-0.310205	-0.542881	0.658859	0.418279
15	-44.6144	39.8999	-6.1815	-0.310433	-0.543229	0.658375	0.418421
16	-44.8257	39.7927	-6.13646	-0.310762	-0.543357	0.658428	0.417927
17	-45.0428	39.6688	-6.12551	-0.310541	-0.543255	0.658393	0.418279
18	-45.2982	39.5434	-6.09064	-0.310283	-0.54338	0.658392	0.41831
19	-45.5394	39.3944	-6.05727	-0.310251	-0.543461	0.658165	0.418584
20	-45.796	39.2389	-6.01239	-0.31055	-0.543453	0.65799	0.41865
21	-46.0912	39.1233	-6.00133	-0.310374	-0.543013	0.658845	0.418004
22	-46.3602	38.9632	-5.95056	-0.310367	-0.543375	0.658413	0.418221
23	-46.6856	38.7836	-5.91858	-0.310415	-0.543292	0.658372	0.418359
24	-46.9909	38.6227	-5.87654	-0.310404	-0.543394	0.658327	0.418318
25	-47.3228	38.4293	-5.84461	-0.310317	-0.54328	0.658275	0.418597
26	-47.6775	38.2425	-5.80178	-0.310407	-0.543065	0.658405	0.418606
27	-48.0466	38.041	-5.75054	-0.310541	-0.543209	0.658393	0.418337
28	-48.4218	37.8492	-5.68519	-0.310673	-0.543429	0.658199	0.41826
29	-48.7856	37.6389	-5.63745	-0.310746	-0.54332	0.658183	0.418372
30	-49.1934	37.4159	-5.59847	-0.310272	-0.543451	0.657993	0.418854
31	-49.617	37.1697	-5.56004	-0.310565	-0.542945	0.658127	0.41908
32	-50.0499	36.9737	-5.48699	-0.310595	-0.543304	0.658388	0.418183
33	-50.4878	36.7174	-5.43953	-0.310556	-0.543132	0.658393	0.418427
34	-50.9368	36.483	-5.37356	-0.310753	-0.54318	0.658284	0.41839
35	-51.4202	36.214	-5.32979	-0.31039	-0.543277	0.658036	0.418924
36	-51.9002	35.9808	-5.24759	-0.31062	-0.543354	0.65825	0.418316
37	-52.3983	35.706	-5.19903	-0.310628	-0.543133	0.658292	0.418531
38	-52.9095	35.4163	-5.12978	-0.3106	-0.543201	0.657991	0.418936
39	-53.4288	35.1292	-5.068	-0.310715	-0.54301	0.658256	0.418675
40	-53.9668	34.8587	-5.00114	-0.310331	-0.54317	0.658222	0.418814
41	-54.5249	34.5376	-4.92302	-0.31073	-0.543127	0.65808	0.418797
42	-55.0984	34.2369	-4.85344	-0.310728	-0.543165	0.658068	0.418767
43	-55.6728	33.9279	-4.78612	-0.310789	-0.543009	0.658217	0.418691
44	-56.2755	33.6134	-4.71313	-0.310468	-0.543199	0.658136	0.41881
45	-56.8612	33.2887	-4.62409	-0.310622	-0.543343	0.657975	0.418761
46	-57.4936	32.948	-4.55271	-0.310773	-0.543231	0.658018	0.418726
47	-58.1305	32.5998	-4.47388	-0.310864	-0.543137	0.657973	0.418852
48	-58.7717	32.2499	-4.384	-0.310959	-0.543059	0.657955	0.418911
49	-59.4365	31.903	-4.30524	-0.310732	-0.543273	0.65788	0.41892
50	-60.1159	31.5293	-4.20417	-0.310812	-0.54345	0.657721	0.41888
51	-60.7999	31.1719	-4.13872	-0.31076	-0.543091	0.658127	0.418747
52	-61.5158	30.7838	-4.04183	-0.310776	-0.543184	0.657896	0.418977
53	-62.2259	30.4064	-3.94697	-0.310822	-0.543223	0.65795	0.418808
54	-62.9451	30.0035	-3.85393	-0.310603	-0.543425	0.65759	0.419274
55	-63.6951	29.6069	-3.75975	-0.310961	-0.543139	0.657848	0.418977
56	-64.4615	29.2103	-3.6805	-0.310585	-0.543064	0.658075	0.419017
57	-65.2292	28.7802	-3.56966	-0.310916	-0.543151	0.657858	0.418975
58	-66.0062	28.3516	-3.48014	-0.310749	-0.543305	0.657531	0.419414
59	-66.837	27.9228	-3.37506	-0.310863	-0.543169	0.657758	0.419149
60	-67.6232	27.4921	-3.25653	-0.311017	-0.543372	0.657531	0.419127
61	-68.471	27.0434	-3.16167	-0.310764	-0.543263	0.657709	0.419178
62	-69.3185	26.5945	-3.06137	-0.310848	-0.543202	0.657788	0.419072
63	-70.1643	26.1142	-2.95763	-0.310865	-0.543192	0.657363	0.419737
64	-71.0298	25.6401	-2.82961	-0.311309	-0.543159	0.657299	0.419552
65	-71.9239	25.1769	-2.73505	-0.310918	-0.543005	0.657624	0.419532
66	-72.8186	24.7	-2.61274	-0.311019	-0.543215	0.657471	0.419425
67	-73.7265	24.2049	-2.50346	-0.311289	-0.542912	0.65756	0.419476
68	-74.6494	23.7199	-2.38741	-0.311047	-0.543224	0.657394	0.419512
69	-75.585	23.1955	-2.25857	-0.311417	-0.543163	0.657154	0.419691
70	-76.5346	22.691	-2.13732	-0.311202	-0.543251	0.657081	0.419839
71	-77.4868	22.1813	-2.02578	-0.311185	-0.543151	0.657208	0.419796
72	-78.485	21.6553	-1.90823	-0.311314	-0.543076	0.65734	0.419591
73	-79.4746	21.1244	-1.78019	-0.311158	-0.543118	0.657126	0.419986
74	-80.4924	20.5808	-1.65437	-0.310982	-0.543222	0.657011	0.420162
75	-81.5045	20.0328	-1.52604	-0.311323	-0.542997	0.657138	0.420003
76	-82.5388	19.4807	-1.39616	-0.311439	-0.542915	0.657284	0.419793
